Year;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
120035;36.154;36.462
120040;36.154;36.615
120045;36.0;36.615
120050;35.692;36.462
120055;35.692;36.769
120060;35.846;36.615
120065;36.0;36.769
120070;36.154;36.769
120075;36.154;36.462
120080;36.154;36.615
120085;36.154;36.615
120090;36.0;36.615
120095;35.846;36.462
120100;35.692;36.769
120105;35.692;36.769
120110;35.692;36.769
120115;35.538;36.923
120120;35.538;36.923
120125;35.538;36.923
120130;35.692;37.077
120135;35.692;37.077
120140;35.538;36.923
120145;35.385;36.923
120150;35.231;37.077
120155;35.077;37.077
120160;35.385;37.231
120165;35.385;37.385
120170;35.385;37.538
120175;35.538;37.538
120180;35.385;37.692
120185;35.231;37.846
120190;35.077;37.846
120195;35.077;38.0
120200;34.923;38.0
120205;35.231;38.0
120210;35.538;38.0
120215;35.538;38.0
120220;35.538;37.846
120225;35.538;37.846
120230;35.538;37.846
120235;35.538;37.846
120240;35.692;37.538
120245;35.538;37.538
120250;35.538;37.692
120255;35.538;37.846
120260;35.692;37.846
120265;35.385;37.692
120270;35.538;37.692
120275;35.385;37.692
120280;35.385;37.692
120285;35.538;37.538
120290;35.385;37.538
120295;35.692;37.538
120300;35.692;37.385
120305;35.846;37.385
120310;35.846;37.231
120315;35.846;37.231
120320;35.692;37.231
120325;35.692;37.231
120330;35.692;37.077
120335;35.846;37.077
120340;35.846;36.615
120345;35.846;36.615
120350;35.692;36.615
120355;35.692;36.615
120360;35.692;36.769
120365;35.692;36.923
120370;35.385;37.077
120375;35.231;37.077
120380;35.231;36.923
120385;35.231;36.923
120390;35.077;37.077
120395;34.769;37.077
120400;34.615;36.923
120405;34.462;36.923
120410;34.462;37.077
120415;34.462;37.077
120420;34.462;37.077
120425;34.462;37.077
120430;34.615;37.077
120435;34.615;37.077
120440;34.769;36.923
120445;34.769;36.769
120450;34.923;36.615
120455;35.077;36.615
120460;35.231;36.615
120465;34.923;36.615
120470;35.077;36.615
120475;35.077;36.615
120480;35.231;36.615
120485;35.077;36.462
120490;34.923;36.615
120495;34.923;36.615
120500;34.769;36.308
120505;34.923;36.308
120510;34.923;36.308
120515;34.923;36.615
120520;34.923;36.615
120525;34.923;36.462
120530;34.923;36.615
120535;35.077;36.615
120540;35.077;36.462
120545;35.385;36.615
120550;35.385;36.615
120555;35.385;36.615
120560;35.692;36.615
120565;35.846;36.615
120570;35.846;36.462
120575;35.692;36.615
120580;35.692;37.077
120585;36.0;37.231
120590;36.154;37.231
120595;36.0;37.385
120600;36.154;37.385
120605;36.154;37.385
120610;36.154;37.385
120615;36.308;37.385
120620;36.308;37.538
120625;36.308;37.538
120630;36.308;37.538
120635;36.154;37.538
120640;36.154;37.385
120645;36.308;37.231
120650;36.308;37.231
120655;36.308;37.385
120660;36.308;37.077
120665;36.462;36.923
120670;36.462;37.231
120675;36.462;37.231
120680;36.462;37.231
120685;36.462;37.077
120690;36.462;37.077
120695;36.615;36.923
120700;36.615;36.769
120705;36.769;36.615
120710;36.769;36.615
120715;36.769;36.615
120720;36.615;36.462
120725;36.769;36.769
120730;36.923;36.615
120735;36.923;36.769
120740;36.923;36.769
120745;36.923;36.923
120750;36.769;36.923
120755;36.615;36.923
120760;36.615;36.923
120765;36.769;36.923
120770;36.769;36.769
120775;36.462;36.769
120780;36.308;36.923
120785;36.308;37.077
120790;36.154;37.077
120795;36.154;37.231
120800;36.154;37.385
120805;36.0;37.538
120810;36.154;37.538
120815;36.0;37.385
120820;36.0;37.231
120825;36.0;37.231
120830;36.154;37.231
120835;36.154;37.231
120840;36.154;37.077
120845;36.308;37.077
120850;36.462;37.077
120855;36.462;36.923
120860;36.769;37.385
120865;36.923;37.231
120870;37.077;37.077
120875;37.231;36.923
120880;37.231;37.077
120885;37.231;36.769
120890;37.231;36.615
120895;37.231;36.615
120900;37.077;36.615
120905;37.077;36.769
120910;37.077;36.769
120915;37.077;36.769
120920;37.077;36.615
120925;37.077;36.615
120930;37.077;36.615
120935;37.385;36.615
120940;37.385;36.769
120945;37.385;36.769
120950;37.538;36.615
120955;37.538;36.615
120960;37.538;36.462
120965;37.538;36.462
120970;37.538;36.462
120975;37.538;36.462
120980;37.538;36.462
120985;37.692;36.308
120990;37.692;36.308
120995;37.846;36.462
121000;37.846;36.615
121005;37.692;36.769
121010;37.538;36.769
121015;37.538;36.923
121020;37.385;36.923
121025;37.538;36.769
121030;37.385;36.923
121035;37.385;36.923
121040;37.231;36.923
121045;37.385;36.769
121050;37.385;36.769
121055;37.231;36.923
121060;37.077;36.769
121065;37.077;36.923
121070;36.923;36.769
121075;36.923;36.769
121080;37.077;36.923
121085;37.385;37.077
121090;37.692;37.231
121095;37.538;37.231
121100;37.692;37.231
121105;37.692;37.385
121110;37.692;37.231
121115;37.692;37.231
121120;37.846;37.385
121125;37.846;37.231
121130;37.846;37.077
121135;37.846;36.923
121140;37.846;36.923
121145;37.692;37.231
121150;37.538;37.231
121155;37.385;37.077
121160;37.231;37.077
121165;37.231;37.077
121170;37.231;36.923
121175;37.231;36.923
121180;37.077;37.077
121185;36.615;37.077
121190;36.462;36.923
121195;36.615;36.923
121200;36.615;37.077
121205;36.615;37.231
121210;36.769;36.923
121215;36.923;37.077
121220;37.077;37.077
121225;37.231;37.231
121230;37.231;37.077
121235;37.385;36.923
121240;37.692;36.923
121245;38.0;36.923
121250;38.308;36.615
121255;38.462;36.308
121260;38.462;36.308
121265;38.462;36.0
121270;38.462;36.0
121275;38.462;35.846
121280;38.308;35.846
121285;37.846;35.846
121290;38.0;35.846
121295;38.0;35.692
121300;38.0;35.538
121305;38.154;35.231
121310;37.846;35.231
121315;37.846;35.538
121320;37.538;35.538
121325;37.385;35.692
121330;37.231;35.692
121335;37.231;35.538
121340;37.231;35.538
121345;37.231;35.385
121350;37.231;35.385
121355;37.385;35.231
121360;37.231;35.385
121365;37.231;35.385
121370;37.077;35.692
121375;37.231;35.538
121380;37.231;35.538
121385;37.077;35.538
121390;37.077;35.538
121395;37.077;35.538
121400;37.231;35.538
121405;37.231;35.538
121410;37.231;35.692
121415;37.077;36.0
121420;37.231;35.846
121425;37.231;36.0
121430;37.077;36.0
121435;37.077;36.308
121440;37.077;36.615
121445;37.077;36.615
121450;37.077;36.615
121455;37.077;36.615
121460;37.077;36.308
121465;37.077;36.0
121470;36.923;36.0
121475;36.923;36.0
121480;36.923;36.0
121485;37.231;36.154
121490;37.385;36.0
121495;37.077;35.846
121500;37.077;35.692
121505;36.923;35.846
121510;36.769;35.692
121515;36.769;36.0
121520;36.615;36.0
121525;36.615;36.0
121530;36.462;35.846
121535;36.154;35.538
121540;36.154;35.846
121545;36.154;36.0
121550;36.308;36.154
121555;36.308;36.154
121560;36.308;36.154
121565;36.308;36.154
121570;36.154;36.0
121575;35.846;35.846
121580;36.154;35.846
121585;36.308;35.846
121590;36.154;35.692
121595;36.0;35.692
121600;36.154;35.538
121605;36.0;35.538
121610;35.846;35.538
121615;36.0;35.692
121620;35.846;35.846
121625;36.154;35.846
121630;36.154;35.692
121635;36.0;35.846
121640;36.0;35.846
121645;36.154;35.692
121650;35.846;35.538
121655;35.692;35.692
121660;35.538;35.692
121665;35.385;35.692
121670;35.538;35.692
121675;35.231;35.692
121680;35.077;35.692
121685;35.077;35.846
121690;35.231;35.692
121695;34.923;35.692
121700;34.923;35.692
121705;35.231;35.692
121710;35.077;35.692
121715;35.231;35.846
121720;35.231;36.154
121725;35.538;36.154
121730;35.385;36.154
121735;35.385;36.154
121740;35.077;36.0
121745;35.077;36.308
121750;35.077;36.154
121755;35.538;36.154
121760;35.538;36.0
121765;35.846;36.0
121770;35.846;36.308
121775;36.0;36.154
121780;36.154;36.154
121785;36.0;35.846
121790;36.0;36.0
121795;36.154;36.308
121800;36.154;36.308
121805;36.308;36.308
121810;36.462;36.308
121815;36.308;36.154
121820;36.308;36.154
121825;36.0;36.0
121830;35.846;35.846
121835;35.538;35.846
121840;35.385;35.846
121845;35.231;36.0
121850;34.923;36.0
121855;34.923;35.846
121860;35.077;35.846
121865;34.769;35.538
121870;34.923;35.538
121875;34.923;35.385
121880;34.769;35.077
121885;34.769;35.231
121890;34.615;35.385
121895;34.462;35.538
121900;34.462;35.385
121905;34.308;35.385
121910;34.462;35.385
121915;34.615;35.385
121920;34.462;35.385
121925;34.462;35.385
121930;34.462;35.538
121935;34.462;35.538
121940;34.308;35.692
121945;34.308;35.692
121950;34.462;35.692
121955;34.462;35.692
121960;34.462;35.692
121965;34.462;35.538
121970;34.462;35.538
121975;34.462;35.231
121980;34.308;35.231
121985;34.154;35.077
121990;34.308;34.923
121995;34.154;34.923
122000;34.0;34.769
122005;34.154;34.769
122010;34.0;34.769
122015;33.846;34.923
122020;33.692;34.923
122025;33.692;34.769
122030;33.846;34.769
122035;33.846;34.769
122040;33.846;34.769
122045;33.846;34.769
122050;34.308;34.769
122055;34.462;35.077
122060;34.462;35.077
122065;34.462;34.923
122070;34.615;34.923
122075;34.308;34.923
122080;34.308;34.923
122085;34.462;35.077
122090;34.615;35.385
122095;34.615;35.231
122100;34.615;35.077
122105;34.615;34.923
122110;34.615;34.769
122115;34.615;34.462
122120;34.615;34.615
122125;34.615;34.615
122130;34.615;34.923
122135;34.462;35.077
122140;34.308;35.231
122145;34.154;35.231
122150;33.846;35.231
122155;33.846;35.231
122160;33.846;35.231
122165;33.692;35.231
122170;33.692;34.923
122175;33.692;34.769
122180;33.692;34.769
122185;33.846;34.769
122190;33.846;34.923
122195;33.846;35.077
122200;34.0;35.077
122205;34.308;35.077
122210;34.308;35.077
122215;34.462;35.231
122220;34.769;35.231
122225;34.923;35.231
122230;35.077;35.077
122235;34.769;35.231
122240;34.769;35.385
122245;34.615;35.385
122250;34.769;35.231
122255;34.615;35.077
122260;34.615;35.231
122265;34.615;35.231
122270;34.615;35.385
122275;34.308;35.538
122280;34.154;35.538
122285;34.0;35.692
122290;34.0;35.538
122295;34.0;35.538
122300;34.0;35.385
122305;34.0;35.538
122310;34.0;35.385
122315;34.154;35.385
122320;34.0;35.385
122325;33.692;35.692
122330;33.846;35.692
122335;34.0;35.692
122340;34.0;35.692
122345;34.154;35.692
122350;34.0;35.692
122355;34.0;35.692
122360;34.154;35.692
122365;34.154;35.385
122370;34.0;35.077
122375;34.308;35.077
122380;34.154;35.077
122385;34.308;34.923
122390;34.308;34.769
122395;34.308;34.769
122400;34.615;34.615
122405;34.769;34.769
122410;34.769;34.615
122415;34.769;34.462
122420;34.923;34.462
122425;35.077;34.154
122430;34.923;34.0
122435;34.923;33.846
122440;34.923;33.846
122445;34.923;34.0
122450;34.923;33.692
122455;34.923;33.692
122460;35.077;33.692
122465;34.923;33.385
122470;34.923;33.385
122475;34.923;33.385
122480;35.077;33.231
122485;35.077;33.231
122490;35.077;33.385
122495;34.923;33.231
122500;34.769;33.077
122505;34.769;33.077
122510;34.923;33.231
122515;34.923;33.077
122520;34.923;33.077
122525;34.769;33.231
122530;34.615;33.231
122535;34.769;33.077
122540;34.769;33.077
122545;34.769;33.077
122550;34.769;33.077
122555;34.615;32.923
122560;34.769;32.769
122565;34.769;32.769
122570;34.769;33.077
122575;34.615;33.077
122580;34.615;33.231
122585;34.462;33.077
122590;34.769;32.923
122595;34.769;33.077
122600;34.769;33.231
122605;34.615;33.077
122610;34.615;33.077
122615;34.462;33.385
122620;34.308;33.231
122625;34.308;33.231
122630;34.308;32.923
122635;34.308;32.923
122640;34.154;32.923
122645;34.154;32.923
122650;34.154;32.769
122655;34.308;32.923
122660;34.308;33.077
122665;34.462;33.077
122670;34.615;33.385
122675;34.615;33.231
122680;34.615;33.231
122685;34.615;33.385
122690;34.615;33.538
122695;34.615;33.692
122700;34.769;33.846
122705;34.769;33.846
122710;34.769;34.154
122715;35.231;34.154
122720;35.231;34.615
122725;35.231;34.615
122730;35.385;34.462
122735;35.385;34.462
122740;35.231;34.462
122745;35.231;34.462
122750;35.385;34.462
122755;35.385;34.615
122760;35.231;34.769
122765;35.385;34.462
122770;35.385;34.308
122775;35.538;34.462
122780;35.538;34.154
122785;35.692;34.154
122790;35.692;34.308
122795;35.692;34.308
122800;35.846;34.462
122805;35.846;34.462
122810;36.0;34.462
122815;36.0;34.462
122820;36.154;34.462
122825;36.0;34.154
122830;36.0;34.154
122835;36.0;34.0
122840;36.0;34.0
122845;35.846;33.846
122850;35.846;34.0
122855;35.846;33.692
122860;35.692;33.692
122865;35.692;33.692
122870;35.692;33.846
122875;36.0;34.0
122880;36.0;34.154
122885;36.0;34.308
122890;36.0;34.462
122895;36.0;34.462
122900;36.154;34.308
122905;35.846;34.154
122910;36.0;33.846
122915;35.846;33.846
122920;35.846;33.846
122925;36.0;34.0
122930;36.0;34.0
122935;35.846;33.846
122940;35.692;33.692
122945;35.692;33.692
122950;35.846;33.846
122955;36.0;33.846
122960;36.0;33.846
122965;36.308;33.846
122970;36.308;33.846
122975;36.308;33.846
122980;36.154;34.0
122985;36.0;33.846
122990;36.0;33.846
122995;36.0;33.846
123000;35.846;33.846
123005;35.846;33.692
123010;36.0;33.385
123015;35.846;33.077
123020;36.0;32.923
123025;35.846;33.077
123030;35.846;33.077
123035;35.692;33.231
123040;35.692;33.231
123045;35.692;33.077
123050;35.538;33.231
123055;35.538;33.231
123060;35.538;33.231
123065;35.385;33.231
123070;35.231;33.231
123075;35.385;33.231
123080;35.231;33.231
123085;35.231;33.231
123090;35.231;32.923
123095;35.077;32.923
123100;34.923;33.077
123105;34.769;33.077
123110;34.769;33.231
123115;34.923;33.077
123120;34.769;33.077
123125;34.769;33.077
123130;34.462;33.077
123135;34.615;33.077
123140;34.462;33.385
123145;34.462;33.385
123150;34.462;33.385
123155;34.462;33.538
123160;34.462;33.538
123165;34.615;33.538
123170;34.615;33.231
123175;34.308;33.231
123180;34.154;33.077
123185;34.154;33.231
123190;34.154;33.077
123195;34.308;33.231
123200;34.154;33.231
123205;34.0;33.077
123210;34.154;32.769
123215;34.0;32.923
123220;34.154;33.077
123225;34.154;32.923
123230;34.308;32.923
123235;34.154;33.077
123240;34.308;33.077
123245;34.462;32.923
123250;34.462;33.231
123255;34.462;32.923
123260;34.462;33.077
123265;34.308;33.077
123270;34.308;32.923
123275;34.0;32.923
123280;34.0;33.077
123285;34.154;32.923
123290;34.154;32.769
123295;34.308;32.615
123300;34.462;32.308
123305;34.615;32.462
123310;34.615;32.462
123315;34.769;32.462
123320;34.462;32.462
123325;34.615;32.308
123330;34.769;32.154
123335;35.077;32.462
123340;35.231;32.615
123345;35.231;32.923
123350;35.231;33.077
123355;35.385;33.077
123360;35.231;33.385
123365;35.231;33.231
123370;35.385;33.385
123375;35.231;33.385
123380;34.769;33.231
123385;34.615;33.385
123390;34.308;33.385
123395;34.308;33.231
123400;34.154;33.538
123405;34.154;33.538
123410;34.154;33.692
123415;34.308;33.692
123420;34.154;33.538
123425;34.154;33.692
123430;34.154;33.538
123435;34.308;33.692
123440;34.462;33.692
123445;34.462;33.538
123450;34.462;33.846
123455;34.308;33.692
123460;34.308;33.692
123465;34.462;33.538
123470;34.615;33.692
123475;34.615;33.692
123480;34.923;33.692
123485;34.769;33.692
123490;34.769;33.692
123495;34.769;33.846
123500;34.923;33.846
123505;34.769;34.0
123510;35.077;33.846
123515;35.385;33.692
123520;35.385;34.0
123525;35.538;34.308
123530;35.692;34.615
123535;35.692;34.462
123540;35.692;34.462
123545;35.692;34.462
123550;35.538;34.462
123555;35.692;34.462
123560;35.692;34.615
123565;35.538;34.615
123570;35.538;34.769
123575;35.692;34.769
123580;35.692;34.769
123585;35.538;34.769
123590;35.538;34.462
123595;35.846;34.615
123600;35.846;34.615
123605;35.846;34.462
123610;36.0;34.769
123615;36.0;34.769
123620;36.154;34.769
123625;36.308;34.615
123630;36.308;34.615
123635;36.308;34.769
123640;36.154;34.923
123645;36.154;34.923
123650;36.308;34.769
123655;36.154;34.769
123660;35.846;34.308
123665;35.846;34.615
123670;35.846;34.615
123675;35.846;34.615
123680;35.846;34.462
123685;35.846;34.308
123690;35.692;34.154
123695;35.692;34.308
123700;35.538;34.308
123705;35.692;34.308
123710;35.692;34.462
123715;35.692;34.308
123720;35.846;34.308
123725;35.846;34.308
123730;35.846;34.462
123735;35.846;34.615
123740;35.692;34.923
123745;35.692;35.231
123750;35.692;35.385
123755;35.385;35.231
123760;35.385;35.231
123765;35.385;35.231
123770;35.385;35.231
123775;35.385;35.231
123780;35.385;35.231
123785;35.538;35.231
123790;35.692;35.231
123795;35.692;35.231
123800;35.846;35.077
123805;35.692;35.231
123810;35.538;35.231
123815;35.846;34.923
123820;35.846;34.769
123825;35.846;35.077
123830;35.846;35.077
123835;35.846;35.231
123840;35.846;34.769
123845;35.692;34.615
123850;35.538;34.462
123855;35.538;34.308
123860;35.692;34.462
123865;35.692;34.462
123870;35.538;34.308
123875;35.385;34.308
123880;35.385;34.462
123885;35.385;34.615
123890;35.385;34.615
123895;35.385;34.462
123900;35.385;34.462
123905;35.077;34.462
123910;35.077;34.462
123915;35.077;34.615
123920;35.077;34.615
123925;35.385;34.769
123930;35.231;34.769
123935;35.231;34.769
123940;35.231;34.923
123945;35.231;35.231
123950;35.385;35.231
123955;35.385;35.385
123960;35.538;35.692
123965;35.538;35.692
123970;35.538;35.846
123975;35.538;35.846
123980;35.692;35.846
123985;35.846;35.692
123990;35.846;35.538
123995;35.846;35.385
124000;35.692;35.538
124005;35.846;35.692
124010;35.538;35.692
124015;35.538;35.385
124020;35.538;35.385
124025;35.385;35.538
124030;35.231;35.538
124035;35.231;35.538
124040;34.923;35.538
124045;34.923;35.538
124050;34.923;35.538
124055;34.769;35.538
124060;34.769;35.538
124065;34.923;35.538
124070;34.769;35.538
124075;35.077;35.538
124080;35.231;35.846
124085;35.385;35.846
124090;35.231;36.0
124095;35.077;36.154
124100;35.077;36.154
124105;35.077;36.308
124110;35.077;36.154
124115;35.077;36.462
124120;35.077;36.154
124125;34.923;36.154
124130;34.923;36.0
124135;34.769;35.692
124140;34.769;35.538
124145;34.769;35.538
124150;34.923;35.692
124155;34.923;35.538
124160;34.923;35.692
124165;35.077;35.692
124170;35.231;35.692
124175;35.385;35.692
124180;35.231;35.692
124185;35.385;35.692
124190;35.385;35.692
124195;35.385;35.692
124200;35.231;35.692
124205;35.231;35.846
124210;35.231;36.0
124215;35.231;36.308
124220;35.231;36.154
124225;35.231;35.846
124230;35.077;36.0
124235;35.077;36.0
124240;35.077;36.0
124245;34.615;36.0
124250;34.615;36.0
124255;34.462;36.154
124260;34.308;36.308
124265;34.308;36.308
124270;34.154;36.308
124275;34.154;36.462
124280;34.154;36.308
124285;34.154;36.462
124290;34.462;36.308
124295;34.462;36.154
124300;34.462;36.154
124305;34.615;35.846
124310;34.462;35.538
124315;34.154;35.692
124320;34.308;35.692
124325;34.462;35.692
124330;34.462;35.692
124335;34.462;35.692
124340;34.615;35.846
124345;34.923;35.846
124350;34.923;35.692
124355;34.769;35.692
124360;34.769;35.692
124365;34.769;35.385
124370;34.923;35.538
124375;34.769;35.538
124380;34.615;35.538
124385;34.615;35.538
124390;34.923;35.385
124395;34.923;35.231
124400;34.923;35.077
124405;34.769;35.231
124410;34.923;35.077
124415;34.769;35.231
124420;34.923;35.385
124425;35.231;35.385
124430;35.231;35.538
124435;35.385;35.538
124440;35.538;35.538
124445;35.385;35.538
124450;35.538;35.538
124455;35.538;35.692
124460;35.692;35.692
124465;35.538;35.692
124470;35.538;35.692
124475;35.538;35.846
124480;35.538;35.846
124485;35.692;35.692
124490;35.692;35.846
124495;35.692;35.846
124500;35.846;36.0
124505;36.154;36.154
124510;36.154;36.154
124515;36.0;36.308
124520;36.154;36.462
124525;36.308;36.462
124530;36.308;36.615
124535;36.0;36.615
124540;36.0;36.462
124545;35.846;36.462
124550;36.0;36.615
124555;36.308;36.615
124560;36.154;36.615
124565;35.846;36.615
124570;36.0;36.615
124575;36.0;36.769
124580;36.154;36.769
124585;36.0;37.077
124590;36.0;36.923
124595;35.846;36.923
124600;35.846;36.769
124605;35.846;36.615
124610;35.846;36.615
124615;35.846;36.769
124620;36.0;36.923
124625;36.154;36.923
124630;36.154;37.231
124635;36.154;37.231
124640;36.154;37.538
124645;36.308;37.538
124650;36.462;37.538
124655;36.615;37.385
124660;36.615;37.385
124665;36.615;37.231
124670;36.462;37.231
124675;36.615;36.923
124680;36.615;37.077
124685;36.769;36.923
124690;36.462;36.923
124695;36.615;37.077
124700;36.769;36.769
124705;36.923;36.769
124710;36.923;36.923
124715;36.769;36.923
124720;36.769;36.923
124725;36.769;36.923
124730;36.923;36.923
124735;36.769;36.769
124740;36.615;36.923
124745;36.615;36.923
124750;36.615;36.923
124755;36.615;36.923
124760;36.769;36.923
124765;36.615;36.769
124770;36.615;36.769
124775;36.615;36.923
124780;36.462;36.923
124785;36.462;36.923
124790;36.462;37.077
124795;36.462;37.077
124800;36.462;37.077
124805;36.462;37.077
124810;36.308;37.077
124815;36.154;37.077
124820;36.154;37.077
124825;36.0;37.231
124830;35.846;37.385
124835;35.846;37.692
124840;36.154;37.692
124845;36.154;37.692
124850;36.462;37.846
124855;36.308;37.538
124860;36.308;37.385
124865;36.308;37.538
124870;36.308;37.385
124875;36.462;37.538
124880;36.308;37.385
124885;36.308;37.231
124890;36.462;37.077
124895;36.462;36.923
124900;36.462;37.077
124905;36.462;37.077
124910;36.308;37.077
124915;36.462;37.077
124920;36.462;36.769
124925;36.462;36.615
124930;36.615;36.615
124935;36.615;36.462
124940;36.462;36.308
124945;36.308;36.308
124950;36.308;36.308
124955;36.308;36.308
124960;36.154;36.308
124965;36.308;36.308
124970;36.308;36.154
124975;36.308;36.308
124980;35.846;36.462
124985;35.846;36.462
124990;35.846;36.769
124995;36.0;36.769
125000;36.308;36.615
125005;36.308;36.462
125010;36.0;36.462
125015;35.692;36.615
125020;35.538;36.769
125025;35.385;36.769
125030;35.385;36.923
125035;35.077;36.923
125040;35.077;36.923
125045;35.077;36.923
125050;35.077;37.077
125055;35.077;36.923
125060;34.923;36.923
125065;35.077;37.077
125070;35.231;37.077
125075;35.231;36.923
125080;35.385;37.231
125085;35.385;37.231
125090;35.385;37.077
125095;35.231;37.231
125100;35.231;37.538
125105;35.231;38.0
125110;35.231;37.692
125115;35.385;37.692
125120;35.385;38.0
125125;35.385;38.0
125130;35.538;37.846
125135;35.538;37.692
125140;35.538;37.692
125145;35.692;37.538
125150;35.846;37.538
125155;35.846;37.538
125160;36.0;37.692
125165;36.308;37.692
125170;36.308;37.692
125175;36.154;37.846
125180;36.154;38.154
125185;36.154;38.154
125190;36.0;38.308
125195;36.154;38.308
125200;36.0;38.462
125205;36.0;38.615
125210;35.846;38.615
125215;35.692;38.769
125220;35.692;38.615
125225;35.692;38.462
125230;35.692;38.462
125235;35.692;38.615
125240;35.692;38.615
125245;35.846;38.769
125250;35.846;38.615
125255;36.154;38.615
125260;36.154;38.462
125265;36.308;38.615
125270;36.308;38.462
125275;36.154;38.462
125280;36.462;38.462
125285;36.462;38.308
125290;36.308;38.308
125295;36.308;38.308
125300;36.462;38.308
125305;36.615;38.462
125310;36.769;38.769
125315;36.615;38.615
125320;36.923;38.462
125325;37.077;38.615
125330;37.077;38.462
125335;36.923;38.462
125340;36.923;38.462
125345;37.231;38.615
125350;37.077;38.769
125355;37.231;38.769
125360;37.231;38.615
125365;37.077;38.615
125370;37.231;38.308
125375;37.538;38.308
125380;37.692;38.308
125385;37.692;38.308
125390;37.538;38.308
125395;37.231;38.308
125400;37.231;38.308
125405;37.231;38.154
125410;37.385;38.154
125415;37.538;38.154
125420;37.538;38.154
125425;38.0;38.154
125430;38.0;38.154
125435;37.846;38.154
125440;37.692;38.154
125445;37.692;38.308
125450;37.846;38.154
125455;37.692;38.154
125460;37.692;38.154
125465;38.0;38.154
125470;37.846;38.154
125475;37.846;38.154
125480;37.846;38.0
125485;38.0;37.846
125490;38.0;37.846
125495;38.154;37.846
125500;38.308;37.846
125505;38.615;37.846
125510;38.615;37.692
125515;38.462;37.692
125520;38.462;37.538
125525;38.462;37.538
125530;38.615;37.385
125535;38.615;37.385
125540;38.615;37.231
125545;38.615;37.077
125550;38.923;37.077
125555;38.923;37.231
125560;38.923;37.077
125565;38.769;36.923
125570;38.769;36.769
125575;38.769;36.769
125580;38.923;36.615
125585;39.077;36.923
125590;39.077;36.923
125595;38.923;36.923
125600;39.077;36.769
125605;39.231;36.769
125610;39.231;36.769
125615;39.077;36.769
125620;39.077;36.923
125625;38.923;36.769
125630;38.923;36.769
125635;38.923;36.615
125640;38.923;36.615
125645;38.923;36.615
125650;39.077;36.615
125655;39.077;36.308
125660;39.077;36.308
125665;39.231;36.462
125670;39.231;36.615
125675;39.231;36.308
125680;39.231;36.308
125685;39.231;36.308
125690;39.231;36.308
125695;39.231;36.615
125700;39.231;36.615
125705;39.385;36.615
125710;39.385;36.462
125715;39.231;36.769
125720;39.231;36.308
125725;39.385;36.308
125730;39.385;36.462
125735;39.385;36.462
125740;39.385;36.308
125745;39.231;36.154
125750;39.385;36.462
125755;39.538;36.462
125760;39.692;36.462
125765;39.846;36.615
125770;39.846;36.462
125775;40.0;36.462
125780;40.0;36.462
125785;40.154;36.615
125790;40.154;36.923
125795;40.154;36.769
125800;40.154;36.923
125805;40.154;37.231
125810;40.154;37.231
125815;40.0;37.077
125820;40.154;37.077
125825;40.154;37.077
125830;40.154;37.231
125835;40.154;37.385
125840;39.846;37.538
125845;40.0;37.538
125850;39.846;37.385
125855;39.846;37.385
125860;39.846;37.538
125865;39.846;37.231
125870;40.0;37.231
125875;40.0;37.077
125880;40.0;37.077
125885;39.846;37.077
125890;39.846;37.077
125895;39.846;37.077
125900;39.538;37.231
125905;39.692;37.077
125910;39.692;36.923
125915;39.538;36.923
125920;39.385;37.077
125925;39.231;37.077
125930;39.077;36.923
125935;39.077;36.615
125940;38.923;36.615
125945;38.923;36.615
125950;38.923;36.154
125955;38.769;36.154
125960;38.769;36.154
125965;38.769;36.0
125970;38.615;35.846
125975;38.769;35.846
125980;38.615;35.846
125985;38.462;35.692
125990;38.462;35.692
125995;38.769;35.846
126000;38.923;36.0
126005;39.077;36.154
126010;39.077;36.154
126015;39.231;36.154
126020;39.231;36.308
126025;38.923;36.154
126030;38.769;35.846
126035;38.769;35.846
126040;38.923;35.846
126045;38.769;35.538
126050;38.769;35.538
126055;38.769;35.385
126060;38.769;35.692
126065;38.769;35.692
126070;38.923;35.692
126075;39.077;35.538
126080;39.077;35.538
126085;38.923;35.538
126090;38.923;35.692
126095;38.923;35.692
126100;38.923;35.692
126105;38.769;35.692
126110;38.923;36.0
126115;38.769;36.0
126120;38.923;36.0
126125;38.769;36.0
126130;39.077;35.846
126135;38.923;36.0
126140;38.923;36.0
126145;38.769;36.0
126150;38.769;35.846
126155;38.923;36.0
126160;38.923;35.692
126165;38.923;35.538
126170;38.769;35.538
126175;38.769;35.385
126180;38.923;35.231
126185;38.923;35.231
126190;39.077;35.231
126195;39.385;35.538
126200;39.385;35.538
126205;39.692;35.692
126210;39.692;36.0
126215;39.538;36.0
126220;39.538;35.846
126225;39.538;35.692
126230;39.538;36.0
126235;39.692;35.846
126240;39.692;35.538
126245;39.692;35.231
126250;39.846;35.538
126255;39.692;35.692
126260;39.692;35.846
126265;39.538;35.846
126270;39.538;35.692
126275;39.385;35.692
126280;39.231;35.692
126285;39.538;35.538
126290;39.692;35.692
126295;39.692;35.692
126300;39.692;35.538
126305;39.846;35.385
126310;39.846;35.077
126315;39.846;35.077
126320;39.846;34.769
126325;39.846;34.615
126330;39.846;34.769
126335;39.692;34.923
126340;39.692;34.923
126345;39.692;34.923
126350;39.692;34.923
126355;39.538;34.923
126360;39.692;34.923
126365;39.846;34.769
126370;40.0;34.769
126375;40.0;35.077
